"","z_GLG_LDL","z_GIANT_BMI","z_CARDIOGRAMPLUSC4D_CAD","Cluster","entropy"
"100",-1.85213454325296,5.31129048062488,-2.27644473916565,2,0.0920552833045817
"102",-7.7768715844921,0.0755212383864247,-0.709170463958799,1,0.0222428979187208
"103",-0.58136828711762,5.210089370804,1.02392627221291,2,0.0562001615840672
"104",6.46231171333586,0.330692961371271,2.85087576971552,1,0.00455776655411294
"105",5.8899981252613,0,0.146971773286676,1,0.0110330393728417
"108",0.330541276853104,7.23191694188937,0.75664345453184,2,0.00125978723605863
"109",0.654018324346026,5.28529842167334,-0.366126344788112,2,0.076749070489816
"110",0.149194702504517,5.45530084372037,0.361271228071857,2,0.0430208001718972
"113",-11.7786873460187,2.44718403152641,-4.70329190711083,1,9.10151665056893e-09
"114",-8.02445765652556,0.190259395333764,0.447116009964098,1,0.0358770523784279
"115",0.788849456053797,5.86233611010626,0.707701895604744,2,0.0290624521551857
"116",1.76835495999268,0.29400991531184,-25.1665337749231,3,3.54633260952341e-42
"117",-0.0841171920496582,7.75636132455979,2.29617285438862,2,0.000306291788622339
"118",-0.273129405591969,5.21117168296478,1.75169248385148,2,0.059250915560423
"119",-5.30690868347482,2.32391593566289,-2.47568190399916,1,0.0467550832603828
"120",-1.22017115276019,6.14672317603528,0.72468923619046,2,0.0120819217849768
"121",1.121383661626,5.26307333383141,1.29913151306236,2,0.0939989434256841
"122",0.163658486233141,5.62734922283125,0.476771138110435,2,0.0321227595504046
"123",0.47217763774371,5.1503505790372,2.2180239421768,2,0.0865662924004373
"124",-11.4792937286517,0.145609960630826,-5.87651241377902,1,6.37104760741234e-06
"125",-0.407912883741984,0.517082068000398,-6.18025042109326,3,0.048940492558127
"126",-0.296825154463955,1.23669590379574,-7.8137752998876,3,0.00184782096382375
"127",-0.795711491955653,0.509670836600372,7.87232170811223,3,0.00167783988312879
"129",-0.801624275108579,5.99561376125977,-0.659441967715906,2,0.0156620731986267
"130",0.431661373048787,0.749924795186393,-6.90137935268981,3,0.00880500171975333
"132",-0.41437431017156,6.54518947850277,0.306257888184045,2,0.00474096850476196
"134",-0.0472597031037924,7.5629297401295,-5.23837117158263,2,0.019543802228041
"135",-1.85539388489964,6.79120600834064,-3.18490806796942,2,0.00579939127101578
"137",0.703421910807248,6.87563651625449,1.87544157554239,2,0.00390555196544918
"138",-2.24326082514185,0.631061979059498,5.66502861833257,3,0.0257447545758056
"140",0.330792116349344,11.3231317254221,2.60303159391198,2,2.83951956387885e-09
"142",-0.874033519030991,8.38333220844848,0.0372172307224582,2,5.11732054552908e-05
"143",-11.3127639426593,1.11068342756671,-2.13138667160667,1,1.2871183913108e-06
"145",-0.762081393575044,0.110683710672371,-6.13417917594976,3,0.0620800933184861
"146",0.304955558774328,5.18423783988141,0.607488458104462,2,0.0691863626946166
"147",0.182870028624682,7.09324841217129,0.19129101513442,2,0.0016577746230464
"148",-9.49748731007077,1.04223137727655,-3.57584384262878,1,8.91270341441113e-05
"149",-8.29417281667771,1.56654786661011,-2.84150605005637,1,0.000514136059053798
"150",-0.581802084246408,5.18726932903355,0.651050482070794,2,0.0585384193202146
"151",0.288844992241911,5.39035150964577,-0.438333699992059,2,0.0548092153125912
"152",-1.43005930054147,4.9823089896675,2.23218558102727,2,0.098839917052785
"153",0.175228615830904,10.0617571318022,0.862840805994283,2,2.60416219222193e-07
"154",1.20113200457702,1.62435530584244,6.53956020690027,3,0.0827362878588593
"155",5.97253151571976,4.97744223853466,-5.72904097267353,3,0.000170118206125374
"156",-9.07204159035927,0.762170560449198,-4.33920358980978,1,0.000443358263172568
"157",-0.129957565149321,5.61036527568658,-0.716970985004847,2,0.0339994448433203
"158",-0.562854674451901,6.86345369778576,1.20987880833733,2,0.00229494908342131
"160",-0.188863246703675,7.11813146514782,0.820994501845162,2,0.00132993184515383
"161",-1.98602993599191,5.26316031882747,0.614383101181692,2,0.0882675248423961
"162",0.266142770434108,5.40458340840586,-0.307439850001408,2,0.0520534347471814
"163",-1.36041068211858,1.88152895726211,6.37496896975658,3,0.0355266939906252
"164",6.95637505443749,0.0249491170821735,0.664859440331257,1,0.00139417404415507
"165",-0.287016090372478,6.78749147372745,1.14112982867817,2,0.00279133054358965
"166",0.167978745635397,6.36577981522221,1.49951415250979,2,0.0080686339143814
"167",0.538256468686888,5.8846073893888,2.95461446140685,2,0.0332536891186792
"169",1.32491302587216,7.69782660312616,1.77487335935929,2,0.00102933179425035
"171",-0.871465564868344,5.26199582936224,2.61272327066746,2,0.0608053899851391
"172",0.375619219899818,5.78131263640429,-0.166114809221495,2,0.0283899394919041
"173",0.748605193108684,8.49631733408014,1.32579955639044,2,6.31953212863137e-05
"174",0.359260795335854,5.3956129929027,2.20956308007136,2,0.0565683066339847
"176",-1.20994499532824,1.82419716085861,8.12591502987933,3,0.00129857498008212
"178",1.27067400719111,5.3230240203014,0.489658461707625,2,0.0975425548934227
"180",-1.15546514008328,6.15573519575612,0.550543426111166,2,0.0116693682643906
"181",-1.62858925705191,6.09995248452198,-0.302097287718016,2,0.0173997746124939
"182",0.875877368512935,9.05134488106773,-0.384749118449652,2,1.64811363834436e-05
"183",1.81933720860194,5.68527804749127,2.12177901097676,2,0.094068669342399
"184",-0.891964594183088,10.4829318889233,1.87670308198236,2,5.82120890620988e-08
"185",3.16253463024157,6.83639798938716,0.441990887541492,2,0.0838362307133475
"186",0.147674065412036,5.40317918247786,1.44320546680253,2,0.0468890805948882
"187",0.0335314310239401,28.0083089717973,2.72668540857262,2,3.48481197597108e-60
"188",7.48471726327868,0.425291255720115,3.65249960090355,1,0.000831874253344968
"192",9.75523178346042,2.35145801196478,3.38360824836688,1,0.000169117618976184
"194",-0.756415696348337,5.68818059044908,-1.47751291098102,2,0.0307802496122021
"198",-6.27595433107688,3.34909763547661,-1.68700027021192,1,0.00428924960093014
"199",-0.284117734885188,5.58639648515854,0.851758399513878,2,0.0305561515438079
"203",-0.342732115203429,5.9618487161231,1.72098690585866,2,0.0157276717543437
"206",0.707911850618564,5.23689560150703,0.168644469369275,2,0.0792134469984651
"207",-1.39063030018051,5.83078490154996,-1.08100744930826,2,0.0263785721619413
"208",0.315081203030268,5.49727727147085,-0.343878182807425,2,0.0459394848492093
"209",-1.05258176288462,15.5322157945269,5.38190905558839,2,6.72748638780246e-18
"210",-0.97124302939968,5.37087895867976,1.21271448462112,2,0.0451022252143845
"211",-24.9690034420127,1.4728595940781,-7.67225390002086,1,1.0462059664599e-35
"212",12.0312179274844,3.80820802083057,2.20014230758639,1,3.89965613036693e-05
"214",-0.378524684373047,6.34155279500262,0.71925129393392,2,0.00719429829602695
"215",-25.8006473507579,3.48016770863237,-6.51916468053848,1,1.10602967388651e-42
"216",3.66057846023131,9.47828547055246,2.99235956506921,2,0.000726481982473874
"217",1.65128692903937,7.83173053897014,2.37173883698212,2,0.00123581939848118
"219",-5.71330934032376,2.21909885401191,-0.256080343058233,1,0.0375716892509998
"220",-9.33436505785269,1.93320013010978,-2.36126522181604,1,2.97794938634205e-05
"221",0.211149677992933,5.84609174259388,0.271963480027897,2,0.0224517868969413
"222",0.909853074421067,1.21438694051104,-7.99178392188019,3,0.0005222687610978
"223",-0.616143218687543,5.07188229898414,2.3795583191009,2,0.0783061507554852
"224",-0.459326110835663,0.608282689440867,6.39174802035998,3,0.0368553149775866
